date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2017-04-01,7.46,1.17,30,"1987-04-01 2016-04-01",89.1,3.59,30,"1987-04-01 2016-04-01",13.33,1.06,30,"1987-04-01 2016-04-01",24.91,2.96,30,"1987-04-01 2016-04-01",2.69,1.33,30,"1987-04-01 2016-04-01",58.09,3.18,30,"1987-04-01 2016-04-01",5.82,0.92,30,"1987-04-01 2016-04-01",2.87,1.08,30,"1987-04-01 2016-04-01",81.57,35.81,30,"1987-04-01 2016-04-01",81.38,35.91,30,"1987-04-01 2016-04-01",0.08,0.4,30,"1987-04-01 2016-04-01",0,0,30,"1987-04-01 2016-04-01",,,,
2017-03-01,5.39,1.5,30,"1987-03-01 2016-03-01",90.59,3.87,30,"1987-03-01 2016-03-01",10.28,1.15,30,"1987-03-01 2016-03-01",26,3.63,30,"1987-03-01 2016-03-01",0.78,1.71,30,"1987-03-01 2016-03-01",62.68,3.72,30,"1987-03-01 2016-03-01",3.49,1.01,30,"1987-03-01 2016-03-01",3.56,1.45,30,"1987-03-01 2016-03-01",119.52,41.22,30,"1987-03-01 2016-03-01",117.52,41.62,30,"1987-03-01 2016-03-01",2.23,4.18,30,"1987-03-01 2016-03-01",0,0.1,30,"1987-03-01 2016-03-01",,,,
2017-02-01,3.94,2.06,30,"1987-02-01 2016-02-01",91.69,3.72,30,"1987-02-01 2016-02-01",8.19,1.44,30,"1987-02-01 2016-02-01",23.29,3.93,30,"1987-02-01 2016-02-01",-0.68,2.51,30,"1987-02-01 2016-02-01",66.74,6.2,30,"1987-02-01 2016-02-01",1.71,1.79,30,"1987-02-01 2016-02-01",2.84,1.59,30,"1987-02-01 2016-02-01",94.24,41.54,30,"1987-02-01 2016-02-01",88.74,39.4,30,"1987-02-01 2016-02-01",5.39,10.11,30,"1987-02-01 2016-02-01",0.2,0.88,30,"1987-02-01 2016-02-01",,,,
2017-01-01,3.93,1.68,30,"1987-01-01 2016-01-01",94.57,2.3,30,"1987-01-01 2016-01-01",6.84,1.46,30,"1987-01-01 2016-01-01",23.27,3.47,30,"1987-01-01 2016-01-01",-0.2,1.96,30,"1987-01-01 2016-01-01",74.81,4.72,30,"1987-01-01 2016-01-01",1.37,1.66,30,"1987-01-01 2016-01-01",3.35,1.25,30,"1987-01-01 2016-01-01",166.08,49.01,30,"1987-01-01 2016-01-01",156.48,50.78,30,"1987-01-01 2016-01-01",9.07,12,30,"1987-01-01 2016-01-01",1.1,2.33,30,"1987-01-01 2016-01-01",,,,
2016-12-01,3.41,1.96,30,"1986-12-01 2015-12-01",94.19,2.67,30,"1986-12-01 2015-12-01",6.59,1.31,30,"1986-12-01 2015-12-01",24.1,3.42,30,"1986-12-01 2015-12-01",-0.56,2.01,30,"1986-12-01 2015-12-01",75,4.74,30,"1986-12-01 2015-12-01",1.23,1.38,30,"1986-12-01 2015-12-01",3.43,1.21,30,"1986-12-01 2015-12-01",168,50.94,30,"1986-12-01 2015-12-01",154.35,47.14,30,"1986-12-01 2015-12-01",13.12,22.99,30,"1986-12-01 2015-12-01",0.8,2.12,30,"1986-12-01 2015-12-01",,,,
2016-11-01,6.13,1.41,29,"1986-11-01 2014-11-01",94.14,3.42,29,"1986-11-01 2014-11-01",9.3,1.05,30,"1986-11-01 2015-11-01",25.04,3.07,30,"1986-11-01 2015-11-01",2,1.63,29,"1986-11-01 2014-11-01",72.81,3.84,29,"1986-11-01 2014-11-01",3.58,1.35,30,"1986-11-01 2015-11-01",3.49,1.37,30,"1986-11-01 2015-11-01",179.68,60.54,30,"1986-11-01 2015-11-01",176.6,57.18,30,"1986-11-01 2015-11-01",2.72,7.81,30,"1986-11-01 2015-11-01",0.2,0.54,30,"1986-11-01 2015-11-01",,,,
2016-10-01,9.65,1.11,30,"1986-10-01 2015-10-01",93.83,3.88,30,"1986-10-01 2015-10-01",13.73,0.85,30,"1986-10-01 2015-10-01",22.97,3.32,30,"1986-10-01 2015-10-01",5.69,1.34,30,"1986-10-01 2015-10-01",70.41,4.09,30,"1986-10-01 2015-10-01",7.28,1.02,30,"1986-10-01 2015-10-01",2.5,1.1,30,"1986-10-01 2015-10-01",116.27,58.7,30,"1986-10-01 2015-10-01",116.17,58.85,30,"1986-10-01 2015-10-01",0.07,0.36,30,"1986-10-01 2015-10-01",0,0.01,30,"1986-10-01 2015-10-01",,,,
2016-09-01,12.98,1.07,29,"1986-09-01 2015-09-01",91.88,3.43,29,"1986-09-01 2015-09-01",19.08,0.96,30,"1986-09-01 2015-09-01",22.11,2.49,29,"1986-09-01 2015-09-01",9.22,1.05,29,"1986-09-01 2015-09-01",63,3.48,29,"1986-09-01 2015-09-01",11.16,0.75,30,"1986-09-01 2015-09-01",2.18,1.11,29,"1986-09-01 2015-09-01",55.27,42.73,30,"1986-09-01 2015-09-01",54.83,41.87,30,"1986-09-01 2015-09-01",0,0,30,"1986-09-01 2015-09-01",0,0,28,"1986-09-01 2015-09-01",,,,
2016-08-01,14.9,0.95,29,"1986-08-01 2015-08-01",88.83,3.52,29,"1986-08-01 2015-08-01",22.35,0.85,30,"1986-08-01 2015-08-01",21.56,2.14,29,"1986-08-01 2015-08-01",11.36,0.93,29,"1986-08-01 2015-08-01",58.05,3.57,29,"1986-08-01 2015-08-01",13.98,0.58,30,"1986-08-01 2015-08-01",2.47,0.97,29,"1986-08-01 2015-08-01",37.36,35.48,30,"1986-08-01 2015-08-01",37.36,35.48,30,"1986-08-01 2015-08-01",0,0,30,"1986-08-01 2015-08-01",0,0,29,"1986-08-01 2015-08-01",,,,
2016-07-01,14.45,0.97,30,"1986-07-01 2015-07-01",86.64,4.2,30,"1986-07-01 2015-07-01",22.28,1.06,30,"1986-07-01 2015-07-01",21.93,2.5,30,"1986-07-01 2015-07-01",10.79,1.05,30,"1986-07-01 2015-07-01",56.13,3.83,30,"1986-07-01 2015-07-01",13.87,0.81,30,"1986-07-01 2015-07-01",3.29,1.12,30,"1986-07-01 2015-07-01",32.66,20.74,30,"1986-07-01 2015-07-01",32.66,20.74,30,"1986-07-01 2015-07-01",0,0,30,"1986-07-01 2015-07-01",0,0,29,"1986-07-01 2015-07-01",,,,
2016-06-01,12.44,1.09,30,"1986-06-01 2015-06-01",87.26,4.41,30,"1986-06-01 2015-06-01",19.71,1.22,30,"1986-06-01 2015-06-01",22.41,2.11,30,"1986-06-01 2015-06-01",8.45,1.08,30,"1986-06-01 2015-06-01",56.39,3.48,30,"1986-06-01 2015-06-01",11.83,0.75,30,"1986-06-01 2015-06-01",3.28,0.99,30,"1986-06-01 2015-06-01",49.88,26.1,30,"1986-06-01 2015-06-01",49.84,26.11,30,"1986-06-01 2015-06-01",0,0,30,"1986-06-01 2015-06-01",0,0,30,"1986-06-01 2015-06-01",,,,
2016-05-01,10.2,1.25,30,"1986-05-01 2015-05-01",88.33,3.89,30,"1986-05-01 2015-05-01",16.81,1.12,30,"1986-05-01 2015-05-01",23.24,2.25,30,"1986-05-01 2015-05-01",5.83,1.44,30,"1986-05-01 2015-05-01",57.22,3.45,30,"1986-05-01 2015-05-01",9,0.88,30,"1986-05-01 2015-05-01",2.91,0.9,30,"1986-05-01 2015-05-01",64.56,28.98,30,"1986-05-01 2015-05-01",64.22,28.91,30,"1986-05-01 2015-05-01",0,0,30,"1986-05-01 2015-05-01",0,0,30,"1986-05-01 2015-05-01",,,,
2016-04-01,7.34,1.07,30,"1986-04-01 2015-04-01",89.2,3.67,30,"1986-04-01 2015-04-01",13.19,1.02,30,"1986-04-01 2015-04-01",24.92,2.96,30,"1986-04-01 2015-04-01",2.58,1.21,30,"1986-04-01 2015-04-01",58.19,3.34,30,"1986-04-01 2015-04-01",5.72,0.87,30,"1986-04-01 2015-04-01",2.85,1.07,30,"1986-04-01 2015-04-01",84.29,34.43,30,"1986-04-01 2015-04-01",84.1,34.54,30,"1986-04-01 2015-04-01",0.08,0.4,30,"1986-04-01 2015-04-01",0,0,30,"1986-04-01 2015-04-01",,,,
2016-03-01,5.39,1.5,30,"1986-03-01 2015-03-01",90.66,3.92,30,"1986-03-01 2015-03-01",10.27,1.14,30,"1986-03-01 2015-03-01",25.78,3.71,30,"1986-03-01 2015-03-01",0.76,1.69,30,"1986-03-01 2015-03-01",62.8,3.84,30,"1986-03-01 2015-03-01",3.47,0.99,30,"1986-03-01 2015-03-01",3.43,1.39,30,"1986-03-01 2015-03-01",117.85,40.49,30,"1986-03-01 2015-03-01",115.85,40.82,30,"1986-03-01 2015-03-01",2.23,4.18,30,"1986-03-01 2015-03-01",0,0.1,30,"1986-03-01 2015-03-01",,,,
2016-02-01,3.82,2.01,30,"1986-02-01 2015-02-01",91.54,3.67,30,"1986-02-01 2015-02-01",8.09,1.4,30,"1986-02-01 2015-02-01",23.28,3.93,30,"1986-02-01 2015-02-01",-0.88,2.45,30,"1986-02-01 2015-02-01",66.45,6.12,30,"1986-02-01 2015-02-01",1.57,1.76,30,"1986-02-01 2015-02-01",2.72,1.59,30,"1986-02-01 2015-02-01",93.36,40.58,30,"1986-02-01 2015-02-01",87.72,38.7,30,"1986-02-01 2015-02-01",5.98,10.28,30,"1986-02-01 2015-02-01",0.4,1.05,30,"1986-02-01 2015-02-01",,,,
2016-01-01,3.94,1.68,30,"1986-01-01 2015-01-01",94.5,2.26,30,"1986-01-01 2015-01-01",6.88,1.51,30,"1986-01-01 2015-01-01",23.29,3.46,30,"1986-01-01 2015-01-01",-0.18,1.97,30,"1986-01-01 2015-01-01",74.54,4.68,30,"1986-01-01 2015-01-01",1.42,1.69,30,"1986-01-01 2015-01-01",3.29,1.24,30,"1986-01-01 2015-01-01",167.01,49.52,30,"1986-01-01 2015-01-01",157.83,51.58,30,"1986-01-01 2015-01-01",9.04,12.02,30,"1986-01-01 2015-01-01",1.1,2.33,30,"1986-01-01 2015-01-01",,,,
2015-12-01,3.6,1.56,30,"1985-12-01 2014-12-01",94.43,2.69,30,"1985-12-01 2014-12-01",6.48,1.36,30,"1985-12-01 2014-12-01",23.55,3.85,30,"1985-12-01 2014-12-01",-0.5,1.96,30,"1985-12-01 2014-12-01",74.82,4.19,30,"1985-12-01 2014-12-01",1.11,1.4,30,"1985-12-01 2014-12-01",3.24,1.2,30,"1985-12-01 2014-12-01",162.03,53.44,30,"1985-12-01 2014-12-01",148.14,48.98,30,"1985-12-01 2014-12-01",13.51,22.86,30,"1985-12-01 2014-12-01",0.8,2.12,30,"1985-12-01 2014-12-01",,,,
2015-11-01,5.86,2.04,30,"1985-11-01 2014-11-01",93.86,3.69,30,"1985-11-01 2014-11-01",9.13,1.49,30,"1985-11-01 2014-11-01",24.83,3.29,30,"1985-11-01 2014-11-01",1.69,2.34,30,"1985-11-01 2014-11-01",72.27,4.76,30,"1985-11-01 2014-11-01",3.42,1.79,30,"1985-11-01 2014-11-01",3.39,1.4,30,"1985-11-01 2014-11-01",176.79,62.92,30,"1985-11-01 2014-11-01",173.39,60.05,30,"1985-11-01 2014-11-01",3.21,8.07,30,"1985-11-01 2014-11-01",0.2,0.61,30,"1985-11-01 2014-11-01",,,,
2015-10-01,9.55,1.04,30,"1985-10-01 2014-10-01",93.78,3.85,30,"1985-10-01 2014-10-01",13.65,0.85,30,"1985-10-01 2014-10-01",23.1,3.28,30,"1985-10-01 2014-10-01",5.56,1.31,30,"1985-10-01 2014-10-01",69.98,3.96,30,"1985-10-01 2014-10-01",7.21,0.99,30,"1985-10-01 2014-10-01",2.54,1.12,30,"1985-10-01 2014-10-01",119.23,60.66,30,"1985-10-01 2014-10-01",119.13,60.81,30,"1985-10-01 2014-10-01",0.07,0.36,30,"1985-10-01 2014-10-01",0,0.01,30,"1985-10-01 2014-10-01",,,,
2015-09-01,12.94,1.1,29,"1985-09-01 2014-09-01",91.95,3.46,29,"1985-09-01 2014-09-01",19.06,0.99,30,"1985-09-01 2014-09-01",21.95,2.47,29,"1985-09-01 2014-09-01",9.19,1.09,29,"1985-09-01 2014-09-01",62.99,3.47,29,"1985-09-01 2014-09-01",11.12,0.83,30,"1985-09-01 2014-09-01",2.09,1.08,29,"1985-09-01 2014-09-01",55.85,42.66,30,"1985-09-01 2014-09-01",55.4,41.8,30,"1985-09-01 2014-09-01",0,0,30,"1985-09-01 2014-09-01",0,0,28,"1985-09-01 2014-09-01",,,,
2015-08-01,14.83,0.97,29,"1985-08-01 2014-08-01",88.9,3.54,29,"1985-08-01 2014-08-01",22.33,0.86,30,"1985-08-01 2014-08-01",21.4,1.96,29,"1985-08-01 2014-08-01",11.29,0.99,29,"1985-08-01 2014-08-01",57.88,3.67,29,"1985-08-01 2014-08-01",13.9,0.65,30,"1985-08-01 2014-08-01",2.41,0.96,29,"1985-08-01 2014-08-01",36.15,35.04,30,"1985-08-01 2014-08-01",36.15,35.04,30,"1985-08-01 2014-08-01",0,0,30,"1985-08-01 2014-08-01",0,0,29,"1985-08-01 2014-08-01",,,,
2015-07-01,14.42,0.94,30,"1985-07-01 2014-07-01",86.61,4.2,30,"1985-07-01 2014-07-01",22.32,1.14,30,"1985-07-01 2014-07-01",21.74,2.46,30,"1985-07-01 2014-07-01",10.74,1.03,30,"1985-07-01 2014-07-01",55.9,4.14,30,"1985-07-01 2014-07-01",13.82,0.77,30,"1985-07-01 2014-07-01",3.15,1.04,30,"1985-07-01 2014-07-01",31.97,21.46,30,"1985-07-01 2014-07-01",31.97,21.46,30,"1985-07-01 2014-07-01",0,0,30,"1985-07-01 2014-07-01",0,0,29,"1985-07-01 2014-07-01",,,,
2015-06-01,12.35,1.04,30,"1985-06-01 2014-06-01",87.3,4.41,30,"1985-06-01 2014-06-01",19.6,1.12,30,"1985-06-01 2014-06-01",22.33,2,30,"1985-06-01 2014-06-01",8.35,1.07,30,"1985-06-01 2014-06-01",56.34,3.53,30,"1985-06-01 2014-06-01",11.74,0.72,30,"1985-06-01 2014-06-01",3.22,1,30,"1985-06-01 2014-06-01",50.58,25.33,30,"1985-06-01 2014-06-01",50.54,25.34,30,"1985-06-01 2014-06-01",0,0,30,"1985-06-01 2014-06-01",0,0,30,"1985-06-01 2014-06-01",,,,
2015-05-01,10.12,1.19,30,"1985-05-01 2014-05-01",88.41,3.91,30,"1985-05-01 2014-05-01",16.73,1.06,30,"1985-05-01 2014-05-01",23.27,2.22,30,"1985-05-01 2014-05-01",5.73,1.37,30,"1985-05-01 2014-05-01",57.11,3.41,30,"1985-05-01 2014-05-01",8.91,0.84,30,"1985-05-01 2014-05-01",2.87,0.89,30,"1985-05-01 2014-05-01",65.86,27.1,30,"1985-05-01 2014-05-01",65.55,26.97,30,"1985-05-01 2014-05-01",0,0,30,"1985-05-01 2014-05-01",0,0,30,"1985-05-01 2014-05-01",,,,
2015-04-01,7.32,1.08,30,"1985-04-01 2014-04-01",89.27,3.69,30,"1985-04-01 2014-04-01",13.14,1.04,30,"1985-04-01 2014-04-01",24.9,2.96,30,"1985-04-01 2014-04-01",2.57,1.21,30,"1985-04-01 2014-04-01",58.22,3.36,30,"1985-04-01 2014-04-01",5.72,0.87,30,"1985-04-01 2014-04-01",2.79,1.06,30,"1985-04-01 2014-04-01",85.26,33.89,30,"1985-04-01 2014-04-01",85.08,34.02,30,"1985-04-01 2014-04-01",0.08,0.4,30,"1985-04-01 2014-04-01",0,0,30,"1985-04-01 2014-04-01",,,,
2015-03-01,5.27,1.46,30,"1985-03-01 2014-03-01",90.58,3.86,30,"1985-03-01 2014-03-01",10.17,1.11,30,"1985-03-01 2014-03-01",25.77,3.72,30,"1985-03-01 2014-03-01",0.62,1.64,30,"1985-03-01 2014-03-01",62.57,3.72,30,"1985-03-01 2014-03-01",3.36,1.02,30,"1985-03-01 2014-03-01",3.39,1.4,30,"1985-03-01 2014-03-01",115.95,39.84,30,"1985-03-01 2014-03-01",113.86,40.12,30,"1985-03-01 2014-03-01",2.32,4.16,30,"1985-03-01 2014-03-01",0,0.1,30,"1985-03-01 2014-03-01",,,,
2015-02-01,3.64,1.89,30,"1985-02-01 2014-02-01",91.39,3.55,30,"1985-02-01 2014-02-01",7.96,1.36,30,"1985-02-01 2014-02-01",23.29,3.92,30,"1985-02-01 2014-02-01",-1.06,2.31,30,"1985-02-01 2014-02-01",66.04,5.67,30,"1985-02-01 2014-02-01",1.42,1.7,30,"1985-02-01 2014-02-01",2.71,1.59,30,"1985-02-01 2014-02-01",92.68,40.41,30,"1985-02-01 2014-02-01",86.43,38.47,30,"1985-02-01 2014-02-01",6.89,10.9,30,"1985-02-01 2014-02-01",0.4,1.12,30,"1985-02-01 2014-02-01",,,,
2015-01-01,3.81,1.63,30,"1985-01-01 2014-01-01",94.53,2.31,30,"1985-01-01 2014-01-01",6.76,1.53,30,"1985-01-01 2014-01-01",23.06,3.99,30,"1985-01-01 2014-01-01",-0.34,1.94,30,"1985-01-01 2014-01-01",74.46,4.52,30,"1985-01-01 2014-01-01",1.26,1.76,30,"1985-01-01 2014-01-01",3.2,1.38,30,"1985-01-01 2014-01-01",162.75,55.43,30,"1985-01-01 2014-01-01",153.54,56.65,30,"1985-01-01 2014-01-01",9.05,12.01,30,"1985-01-01 2014-01-01",1.2,2.33,30,"1985-01-01 2014-01-01",,,,
2014-12-01,3.46,1.64,30,"1984-12-01 2013-12-01",94.44,2.69,30,"1984-12-01 2013-12-01",6.34,1.44,30,"1984-12-01 2013-12-01",23.26,4.15,30,"1984-12-01 2013-12-01",-0.65,2.03,30,"1984-12-01 2013-12-01",74.78,4.2,30,"1984-12-01 2013-12-01",0.97,1.51,30,"1984-12-01 2013-12-01",3.15,1.25,30,"1984-12-01 2013-12-01",161.76,53.43,30,"1984-12-01 2013-12-01",147.19,48.87,30,"1984-12-01 2013-12-01",14.62,22.99,30,"1984-12-01 2013-12-01",0.9,2.12,30,"1984-12-01 2013-12-01",,,,
2014-11-01,5.85,2.04,30,"1984-11-01 2013-11-01",93.92,3.68,30,"1984-11-01 2013-11-01",9.11,1.49,30,"1984-11-01 2013-11-01",24.86,3.28,30,"1984-11-01 2013-11-01",1.73,2.33,30,"1984-11-01 2013-11-01",72.35,4.74,30,"1984-11-01 2013-11-01",3.45,1.78,30,"1984-11-01 2013-11-01",3.31,1.38,30,"1984-11-01 2013-11-01",178.47,63.83,30,"1984-11-01 2013-11-01",175.26,61.05,30,"1984-11-01 2013-11-01",3.22,8.07,30,"1984-11-01 2013-11-01",0.2,0.62,30,"1984-11-01 2013-11-01",,,,
2014-10-01,9.41,0.93,30,"1984-10-01 2013-10-01",93.71,3.83,30,"1984-10-01 2013-10-01",13.52,0.8,30,"1984-10-01 2013-10-01",23.01,3.3,30,"1984-10-01 2013-10-01",5.37,1.19,30,"1984-10-01 2013-10-01",69.72,3.85,30,"1984-10-01 2013-10-01",7.05,0.86,30,"1984-10-01 2013-10-01",2.46,1.08,30,"1984-10-01 2013-10-01",117.42,59.51,30,"1984-10-01 2013-10-01",117.32,59.66,30,"1984-10-01 2013-10-01",0.07,0.36,30,"1984-10-01 2013-10-01",0,0.01,30,"1984-10-01 2013-10-01",,,,
2014-09-01,12.84,1.09,29,"1984-09-01 2013-09-01",91.86,3.43,29,"1984-09-01 2013-09-01",19,0.99,30,"1984-09-01 2013-09-01",21.91,2.49,29,"1984-09-01 2013-09-01",9.08,1.12,29,"1984-09-01 2013-09-01",62.7,3.55,29,"1984-09-01 2013-09-01",11.04,0.86,30,"1984-09-01 2013-09-01",2.03,1.05,29,"1984-09-01 2013-09-01",55.19,42.72,30,"1984-09-01 2013-09-01",54.75,41.86,30,"1984-09-01 2013-09-01",0,0,30,"1984-09-01 2013-09-01",0,0,28,"1984-09-01 2012-09-01",,,,
2014-08-01,14.71,0.91,29,"1984-08-01 2013-08-01",88.69,3.55,29,"1984-08-01 2013-08-01",22.29,0.85,30,"1984-08-01 2013-08-01",21.4,1.97,29,"1984-08-01 2013-08-01",11.15,0.94,29,"1984-08-01 2013-08-01",57.49,3.68,29,"1984-08-01 2013-08-01",13.83,0.63,30,"1984-08-01 2013-08-01",2.37,0.95,29,"1984-08-01 2013-08-01",36.12,35.06,30,"1984-08-01 2013-08-01",36.12,35.06,30,"1984-08-01 2013-08-01",0,0,30,"1984-08-01 2013-08-01",0,0,29,"1984-08-01 2012-08-01",,,,
2014-07-01,14.34,0.89,30,"1984-07-01 2013-07-01",86.55,4.18,30,"1984-07-01 2013-07-01",22.27,1.12,30,"1984-07-01 2013-07-01",21.66,2.48,30,"1984-07-01 2013-07-01",10.67,1.01,30,"1984-07-01 2013-07-01",55.8,4.12,30,"1984-07-01 2013-07-01",13.76,0.79,30,"1984-07-01 2013-07-01",3.07,1.07,30,"1984-07-01 2013-07-01",31.55,21.88,30,"1984-07-01 2013-07-01",31.55,21.88,30,"1984-07-01 2013-07-01",0,0,30,"1984-07-01 2013-07-01",0,0,29,"1984-07-01 2012-07-01",,,,
2014-06-01,12.31,1.03,30,"1984-06-01 2013-06-01",87.29,4.41,30,"1984-06-01 2013-06-01",19.56,1.15,30,"1984-06-01 2013-06-01",22.2,2.09,30,"1984-06-01 2013-06-01",8.33,1.07,30,"1984-06-01 2013-06-01",56.39,3.56,30,"1984-06-01 2013-06-01",11.71,0.73,30,"1984-06-01 2013-06-01",3.12,1.02,30,"1984-06-01 2013-06-01",51.65,25.4,30,"1984-06-01 2013-06-01",51.61,25.41,30,"1984-06-01 2013-06-01",0,0,30,"1984-06-01 2013-06-01",0,0,30,"1984-06-01 2013-06-01",,,,
2014-05-01,10.03,1.14,30,"1984-05-01 2013-05-01",88.47,3.96,30,"1984-05-01 2013-05-01",16.64,1.08,30,"1984-05-01 2013-05-01",23.26,2.23,30,"1984-05-01 2013-05-01",5.61,1.32,30,"1984-05-01 2013-05-01",56.91,3.29,30,"1984-05-01 2013-05-01",8.82,0.83,30,"1984-05-01 2013-05-01",2.79,0.83,30,"1984-05-01 2013-05-01",66.87,28.18,30,"1984-05-01 2013-05-01",66.87,28.18,30,"1984-05-01 2013-05-01",0,0,30,"1984-05-01 2013-05-01",0,0,30,"1984-05-01 2013-05-01",,,,
2014-04-01,7.27,1.08,30,"1984-04-01 2013-04-01",89.3,3.7,30,"1984-04-01 2013-04-01",13.11,1.04,30,"1984-04-01 2013-04-01",24.83,2.94,30,"1984-04-01 2013-04-01",2.54,1.22,30,"1984-04-01 2013-04-01",58.15,3.39,30,"1984-04-01 2013-04-01",5.67,0.88,30,"1984-04-01 2013-04-01",2.74,1.02,30,"1984-04-01 2013-04-01",86.67,34.59,30,"1984-04-01 2013-04-01",86.48,34.72,30,"1984-04-01 2013-04-01",0.08,0.4,30,"1984-04-01 2013-04-01",0,0,30,"1984-04-01 2013-04-01",,,,
2014-03-01,5.3,1.49,30,"1984-03-01 2013-03-01",90.61,3.87,30,"1984-03-01 2013-03-01",10.22,1.13,30,"1984-03-01 2013-03-01",25.58,3.77,30,"1984-03-01 2013-03-01",0.66,1.68,30,"1984-03-01 2013-03-01",62.58,3.73,30,"1984-03-01 2013-03-01",3.37,1.04,30,"1984-03-01 2013-03-01",3.3,1.35,30,"1984-03-01 2013-03-01",114.9,39.08,30,"1984-03-01 2013-03-01",112.82,39.32,30,"1984-03-01 2013-03-01",2.31,4.17,30,"1984-03-01 2013-03-01",0,0.1,30,"1984-03-01 2013-03-01",,,,
2014-02-01,3.82,1.82,30,"1984-02-01 2013-02-01",91.67,3.48,30,"1984-02-01 2013-02-01",8.08,1.3,30,"1984-02-01 2013-02-01",23.22,3.88,30,"1984-02-01 2013-02-01",-0.85,2.26,30,"1984-02-01 2013-02-01",66.44,5.6,30,"1984-02-01 2013-02-01",1.55,1.69,30,"1984-02-01 2013-02-01",2.69,1.57,30,"1984-02-01 2013-02-01",93.88,42.33,30,"1984-02-01 2013-02-01",88.33,41.41,30,"1984-02-01 2013-02-01",6.11,10.53,30,"1984-02-01 2013-02-01",0.4,1.12,30,"1984-02-01 2013-02-01",,,,
2014-01-01,3.8,1.63,30,"1984-01-01 2013-01-01",94.52,2.3,30,"1984-01-01 2013-01-01",6.77,1.53,30,"1984-01-01 2013-01-01",22.91,4.07,30,"1984-01-01 2013-01-01",-0.35,1.93,30,"1984-01-01 2013-01-01",74.32,4.31,30,"1984-01-01 2013-01-01",1.25,1.76,30,"1984-01-01 2013-01-01",3.18,1.39,30,"1984-01-01 2013-01-01",165.47,56.35,30,"1984-01-01 2013-01-01",156.12,57.82,30,"1984-01-01 2013-01-01",9.15,11.95,30,"1984-01-01 2013-01-01",0.9,1.82,30,"1984-01-01 2013-01-01",,,,
2013-12-01,3.37,1.8,30,"1983-12-01 2012-12-01",94.34,2.84,30,"1983-12-01 2012-12-01",6.3,1.49,30,"1983-12-01 2012-12-01",23.08,4.35,30,"1983-12-01 2012-12-01",-0.79,2.28,30,"1983-12-01 2012-12-01",74.36,4.91,30,"1983-12-01 2012-12-01",0.9,1.63,30,"1983-12-01 2012-12-01",3.1,1.28,30,"1983-12-01 2012-12-01",162.16,52.81,30,"1983-12-01 2012-12-01",148.1,47.24,30,"1983-12-01 2012-12-01",14.51,23.01,30,"1983-12-01 2012-12-01",0.8,2.12,30,"1983-12-01 2012-12-01",,,,
2013-11-01,5.88,2.04,30,"1983-11-01 2012-11-01",93.86,3.68,30,"1983-11-01 2012-11-01",9.14,1.5,30,"1983-11-01 2012-11-01",24.9,3.26,30,"1983-11-01 2012-11-01",1.77,2.35,30,"1983-11-01 2012-11-01",72.33,4.74,30,"1983-11-01 2012-11-01",3.52,1.8,30,"1983-11-01 2012-11-01",3.37,1.41,30,"1983-11-01 2012-11-01",186.05,70.03,30,"1983-11-01 2012-11-01",182.85,67.87,30,"1983-11-01 2012-11-01",3.22,8.07,30,"1983-11-01 2012-11-01",0.2,0.52,30,"1983-11-01 2012-11-01",,,,
2013-10-01,9.41,0.93,30,"1983-10-01 2012-10-01",93.71,3.83,30,"1983-10-01 2012-10-01",13.55,0.77,30,"1983-10-01 2012-10-01",22.93,3.41,30,"1983-10-01 2012-10-01",5.37,1.19,30,"1983-10-01 2012-10-01",69.61,3.68,30,"1983-10-01 2012-10-01",7.05,0.87,30,"1983-10-01 2012-10-01",2.43,1.11,30,"1983-10-01 2012-10-01",119.17,57.88,30,"1983-10-01 2012-10-01",119.07,58.03,30,"1983-10-01 2012-10-01",0.07,0.36,30,"1983-10-01 2012-10-01",0,0.01,30,"1983-10-01 2012-10-01",,,,
2013-09-01,12.74,1.06,29,"1983-09-01 2011-09-01",91.79,3.37,29,"1983-09-01 2011-09-01",18.96,1.03,30,"1983-09-01 2012-09-01",21.99,2.54,29,"1983-09-01 2011-09-01",8.94,1.1,29,"1983-09-01 2011-09-01",62.34,3.01,29,"1983-09-01 2011-09-01",10.94,0.86,30,"1983-09-01 2012-09-01",1.95,0.96,29,"1983-09-01 2011-09-01",52.95,39.67,30,"1983-09-01 2012-09-01",52.95,39.67,30,"1983-09-01 2012-09-01",0,0,30,"1983-09-01 2012-09-01",0,0,29,"1983-09-01 2012-09-01",,,,
