,datasetid,recordid,record_timestamp,fields.status,fields.descriptionofwork,fields.yearofinstallation,fields.photourl.mimetype,fields.photourl.format,fields.photourl.filename,fields.photourl.width,fields.photourl.id,fields.photourl.height,fields.photourl.thumbnail,fields.sitename,fields.registryid,fields.url,fields.neighbourhood,fields.geom.type,fields.geom.coordinates,fields.photocredits,fields.ownership,fields.artists,fields.siteaddress,fields.artistprojectstatement,fields.geo_local_area,fields.type,fields.primarymaterial,fields.locationonsite,longitude,latitude
31,public-art,9721160a239283118cdbe4106cb16b9ab166cd39,2020-06-22T10:31:46.074000+00:00,In place,four abstract forms,1975,application/octet-stream,aspx?AreaId=198&ImageId=888,LLandscape 75photo  Heide Dobler.jpg,300.0,0b682269b1b93854aad0ce95c9c2631b,300.0,False,VanDusen Botanical Garden,198,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=198,Shaughnessy,Point,"[-123.132214, 49.23917]",Heide Dobler,City of Vancouver,141,5251 Oak Street,,Shaughnessy,Sculpture,Marble,West of display gardens and oriental grasses,-123.132214,49.23917
32,public-art,c839be1bbcecd2066ba4dbc11d5a350e6956af70,2020-06-22T10:31:46.074000+00:00,In place,Abstract form,1975,application/octet-stream,aspx?AreaId=199&ImageId=894,"LEarth, Air and Sea  Heide Dobler.jpg",300.0,c0686a7389d883910c8ccfc919689faf,300.0,False,VanDusen Botanical Garden,199,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=199,Shaughnessy,Point,"[-123.131514, 49.238951]",Heide Dobler,City of Vancouver,40,5251 Oak Street,,Shaughnessy,Sculpture,Travertine,"South central area, NE of hydrangeas",-123.131514,49.238951
33,public-art,f8625e8632e0102119b0ac2e10b9a9ecccc5cadd,2020-06-22T10:31:46.074000+00:00,In place,"This sculpture of painted steel is a playful exercise in form,space, and colour.",1981,application/octet-stream,aspx?AreaId=201&ImageId=167,LAW201-1.jpg,300.0,26abd2a15939aa0e3a26279191725d4a,300.0,False,Robson Square,201,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=201,Downtown,Point,"[-123.122092, 49.282006]",,Province of British Columbia,11,Robson & Hornby Street,,Downtown,Sculpture,Steel,South side of Robson on second level,-123.122092,49.282006
34,public-art,7a4bcecbbb4e4be2b4f45cad605473971ebb73a3,2020-06-22T10:31:46.074000+00:00,In place,Water cascades down a curved 3m high x 15m long wall of semi-circular tiles in a fish scale pattern into a tiled pool with designs related to time: a clock face and ruins.,1995,application/octet-stream,aspx?AreaId=205&ImageId=781,L1.JPG,300.0,0d75a1f9181f066389bcac5d8e068833,300.0,False,Vancouver Public Library,205,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=205,Downtown,Point,"[-123.115277, 49.279912]",Maxime Cyr-Morton,City of Vancouver,107,350 West Georgia Street,"""In reference to the library, the theme can be read as fragments which fit together like a jigsaw puzzle to form a larger picture much as one accesses the library in quest of materials to fit in gaps of knowledge or time.
The birth of the mechanical clock circa 1,000 AD was a technological innovation that, as Lewis Mumford pointed out in ""Technics and Civilization"" made possible the mechanical clock as a simile for his paradigm of the workings of nature, a paradigm cited in recent years as contributing to the world's current ecological state: hence the ""ruins"" of a clock face. 
Yet what is watered grows; thus even an ancient ruins can initiate new life, as the unearthing of sculpture from an ancient Greece was seminal in issuing forth that springtime in Italy known as the Renaissance. This is not a fountain of youth but of time, old time reborn in the ever flowing spring of records of human endeavour.
With the advent of the millenium at hand, reflections on the passing of time increase. The numbers observable in Fountain of Time (five, six, seven) reflect a countdown to the millenium: '95, '96 '97. In this context the fountain is a portrait of a certain reality of our time. Yet this particular reality (that of the twentieth century drawing to a close, and what that brings to mind), is only one of many many realities, relevent to those following the Gregorian calendar rather than for example the Islamic, Tibetan or Mayan calendars. This notion of ""mutable reality"" is a familiar theme in my work, which seeks to explore the boundaries of realism and representation:  Time... History... Motion... Imagination... Reflection…",Downtown,Fountain or water feature,Stone mosaic,Front plaza,-123.115277,49.279912
35,public-art,4d4d283223564a1cd54eed5369655d80d9faa479,2020-06-22T10:31:46.074000+00:00,Removed,"**THIS ARTWORK HAS BEEN TEMPORARILY REMOVED FOR REPAIRS** The artwork includes six concrete and steel receptacles installed along the sidewalk: three red, wedge-shape time capsules and three stainless refuse containers",1994,application/octet-stream,aspx?AreaId=207&ImageId=173,LAW207-1.jpg,300.0,3ad3692f7d8fe1667a1dd75d2599374a,300.0,False,Yaletown Edge,207,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=207,Downtown,,,Skai Fowler,City of Vancouver,54,This Artwork has been temporarily removed for repairs.,"The project represents layers of social and cultural histories through the metaphor of 'discarded' objects, suggesting different uses and inhabitation. ""The project features two types of works which though formally similar, operate differently: Collection was installed in Vancouver in November 1994 and confronts some of the expectations currently surrounding the idea of public art, referring to the monument which continues to inform the expectations and legibility of most public works'. The steel containers in Refuse are actual refuse collectors: the concrete bases recall the idea of a plinth (with the steel wedge acting as a 'monument').  Collection functions as conduits for the 'preservation' of discarded and waste objects, parodying the idea of archaeology and historical recovery.""  (page 79, Art and Design)",,Site-integrated work,"stainless steel, concrete, plastic, glass",,-123.1207,49.2827
36,public-art,114a0cecc092171ba73ba8a919ff066840d875e9,2020-06-22T10:31:46.074000+00:00,In place,"Six 12-metre high bronze I-beam towers each hold up an image from the history of the area cut into a metal plate. The plates cast the shadow of the image onto the street. Texts etched in the limestone bases refer to the events relevant to the site. The positioning of the panels has been carefully calculated so that their optimum contrast and focus on the street is the month, date, and time that the event ocurred. For example, if the sun is shining just before noon on June 17,  the projected image of Vancouver's ""Great Fire"" will be visible on the promenade below.",1997,application/octet-stream,aspx?AreaId=209&ImageId=175,LAW209-1.jpg,300.0,330a072e02f15d82c12e1005e8c46ee0,300.0,False,Marinaside Crescent,209,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=209,Downtown,Point,"[-123.119515, 49.272805]",Barbara Cole,City of Vancouver,147;177,Davie Circle at False Creek,"""An aspect of the work is meant to produce a light and shadow play… The bronze panels cast shadows of the captured (historical) images… References in the work are hybrids[influenced by]: historic railway trestles, the Roundhouse turntable, a railway hand-car, billboard-like sign supports which were on the south shore of False Creek until the 1950's, drive-in movie theatre screens..."" (From press release)  Some of the residents in the condominiums next to the art work started a campaign against the piece when it was installed, calling it a ""malignant monstrosity."" The piece had its supporters and detractors and in the end City Council supported the public art selection process and the work has survived the tests of time.",Downtown,Sculpture,"Bronze, glass",S.W. of circle,-123.119515,49.272805
37,public-art,06a3c1b93d51deb27ebd76417f39ee16590298e2,2020-06-22T10:31:46.074000+00:00,In place,"A series of upper pools, waterfall, and lower pool with overlapping black slate.  A large glacial boulder sits in the upper pool and an identical cast bronze replica sits in the lower pool.  Inscription cast in concrete beside the waterfall.",1994,application/octet-stream,aspx?AreaId=212&ImageId=178,LAW212-1.jpg,300.0,105665f54f3fb76333db9c488af65da7,300.0,False,Palisades Apartments,212,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=212,Downtown,Point,"[-123.12577, 49.287177]",Barbara Cole,City of Vancouver,19,1200 Alberni Street (at Bute),"The intent of this project is to connect the present use of the site with its past, employing water as a metaphor. The concept is based upon the mythical river Lethe, the river as a repository of memories.
Once, only a stone's throw from this site, an ancient stream flowed down through a forest. It carried into the ""well"" of the sea the memories from earliest times. 
I am proposing a symbolic reclamation of the past and recognition of change. ... there will be three elements within this flowing river. From the ""source"" at the upper waters a 10 ton erratic glacial boulder will be positioned ... at the pool below will be its mirror image, in bronze altered by chemical reaction and time. Language is the third bridging element, for words to convey a sense of a river's journey I have used the following quote by Leonardo da Vinci: ""In rivers, the water you touch is the last of what has passed, and the first of that which comes; so with time present.""",West End,Site-integrated work,,,-123.12577,49.287177
38,public-art,216f20179ee6a42b163d5ab6f24e42ce4cdc7750,2020-06-22T10:31:46.074000+00:00,In place,Four galvanized bird feeders sited on railing posts.,1996,application/octet-stream,aspx?AreaId=222&ImageId=188,LAW222-1.jpg,300.0,7061bf191956346eff7061bdc047d9ac,300.0,False,Woodland Drive Bridge,222,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=222,Grandview-Woodland,Point,"[-123.0735, 49.26461]",Skai Fowler,City of Vancouver,169,Over Grandview Cut,,Grandview-Woodland,Site-integrated work,,Bridge railings,-123.0735,49.26461
39,public-art,e3b3a4daf0ae3c871a16ebd0a7a677adf8872ee9,2020-06-22T10:31:46.074000+00:00,In place,"""Garden rake"" sculptures mounted atop two cyclist-activated signal poles acknowledging the local gardening activities in the area, including Van Dusen Gardens.",1997,application/octet-stream,aspx?AreaId=230&ImageId=196,LAW230-1.jpg,300.0,43774c18119f35b3b8206bde59604094,300.0,False,Ridgeway Greenway,230,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=230,Shaughnessy,Point,"[-123.127791, 49.237762]",Barbara Cole,City of Vancouver,174,37th & Oak,,South Cambie,Sculpture,Steel,Corner,-123.127791,49.237762
40,public-art,e0bfdd053ccfed1901c1fd08b5a30579231d28bd,2020-06-22T10:31:46.074000+00:00,Removed,"A bronze and granite commemorative fountain that is an homage to the salmon, a creature that is inextricably bound to Vancouver's culture and lifestyle. Four cast salmon heads spout water through their mouths into small troughs that radiate in four directions from the centre rectanglular post. The fish tails sprout from the top of the post.  The water spouts act as drinking fountains - by blocking the spout at the salmon's mouth, the water is diverted through the head for easy drnking access.",1987,application/octet-stream,aspx?AreaId=233&ImageId=199,LAW233-1.jpg,300.0,b0e8ebd47a42edc12c047b812f8206ed,300.0,False,Gastown,233,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=233,Downtown,Point,"[-123.106393, 49.284039]",Barbara Cole,City of Vancouver,47,NW corner of Abbott and Water Streets,"""The Leshgold family commissioned the fountain as a memorial to the late Samuel Leshgold, a Gastown enthusiast.  One of Samuel's greatest interests was salmon fishing.  Artist, Sam Carter, created the four bronze salmon heads as a symmetrical fountian for use by the many visitors to Gastown.  The cast bronze and Quadra Island granite provides refreshing water for people and, as it turns out, for filling buckets with water for ""Gastown horses"" so popular with tourists during the summer."" (provided by the artist)",Downtown,Fountain or water feature,Bronze,,-123.106393,49.284039
41,public-art,7ebe40eaaaca29469c73c50fc8851bb5586cf54e,2020-06-22T10:31:46.074000+00:00,Removed,"A banner project using children's drawings and other community source material. Each banner has 3 sections, one fore each of the three themes. These are identified by their background colour: orange for Health, yellow for Safety and pink for Community. Nine of the 44 banners announce our theme in a variety of languages: Chinese, English, Polish, Russian, Somali, Spanish, Tagalog, Ukrainian and Vietnamese.",1997,application/octet-stream,aspx?AreaId=245&ImageId=205,LAW245-1.jpg,300.0,f32a22881f93fbb1e393cbb3f4c84f0b,300.0,False,Broadway (Mount Pleasant),245,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=245,,,,Lorenz von Fersen,City of Vancouver,220,East Broadway from Guelph Street to Victoria Dr. (Mount Pleasant),,,Two-dimensional artwork,,Light poles on side of street,-123.1207,49.2827
42,public-art,25178bc524c618b1ff5402bf7446710b35e52a51,2020-06-22T10:31:46.074000+00:00,In place,"6"" x 8"" engraved stainless steel plaques which mark historical events in the community are secured to lamp posts throughout S.E. Vancouver.  A Guide to the Community Markers was also produced. This is a compendium of personal stories, photos, and background information which was collected with the help of students from Killarny High School.",1997,application/octet-stream,aspx?AreaId=251&ImageId=210,LAW251-1.jpg,300.0,197a35a4518b1109bf6a49d5b3243e05,300.0,False,Southeast Vancouver,251,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=251,Victoria-Fraserview,,,Celine Rich,City of Vancouver,123,Various,,,Site-integrated work,Stainless steel,,-123.1207,49.2827
43,public-art,1f754f1f6e3bdc6a8e978b5f56094e453c6b6e60,2020-06-22T10:31:46.074000+00:00,In place,"A ceramic tile mural of children's drawings is installed on the south wall of the Annex and matching tiles are placed out in the community on private houses, steps, retail storefronts, parks, etc.  Tile images are based on games children play, across generations and in their countries of origin.",1999,application/octet-stream,aspx?AreaId=262&ImageId=218,LAW262-1.jpg,300.0,220c3bc328341bf3092ef772ac956e9a,300.0,False,Queen Victoria School Annex,262,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=262,Grandview-Woodland,Point,"[-123.066927, 49.267238]",,Queen Victoria School,185,1850 East 3rd,"Each Queen Victoria student created a design from which two tiles were made.... The scattered second set of tiles acts as a link between the community and the school, and as a game to find the match with the one at the school.",Grandview-Woodland,Mural,Ceramic tiles,"Playground, 3rd Avenue & Victoria Drive",-123.066927,49.267238
44,public-art,80b1d8bfc643c214fd1cbe5d240b2d664cdaaebc,2020-06-22T10:31:46.074000+00:00,Removed,The works consist of 28 canvas and plywood murals designed by artists and community groups and intended to give expression to the many facets of the Downtown Eastside community.,1998,application/octet-stream,aspx?AreaId=265&ImageId=1111,LWalls of Change Hoarding Project 1998.jpg,300.0,9c67bfc3177cb7b5d5971ea78ba04696,300.0,False,Hastings Street,265,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=265,DowntownEastside,,,,City of Vancouver,148;218,Along Hastings Street between Cambie & Gore,Walls of Change was a six-month project designed to give the community an opportunity to express its uniqueness and concerns.,,Mural,"Latex paint, spraypaint",Various locations,-123.1207,49.2827
